"","NAME","DESCRIPTION","LINK"
"15","Afghanistan","A landlocked country that is located approximately in the center of Asia. It is bordered by Pakistan in the south and east Iran in the west, Turkmenistan, Uzbekistan and Tajikistan in the north, and China in the far northeast. Afghanistan is administratively divided into thirty-four (34) provinces (welayats). Each province is then divided into many provincial districts, and each district normally covers a city or several townships.","http://purl.obolibrary.org/obo/GAZ_00006882"
"16","Albania","A country in South Eastern Europe. Albania is bordered by Greece to the south-east, Montenegro to the north, Kosovo to the northeast, and the Republic of Macedonia to the east. It has a coast on the Adriatic Sea to the west, and on the Ionian Sea to the southwest. From the Strait of Otranto, Albania is less than 100 km from Italy. Albania is divided into 12 administrative divisions called (Albanian: official qark/qarku, but often prefekture/prefektura Counties), 36 districts (Rrethe) and 351 municipalities (Bashkia) and communes (Komuna).","http://purl.obolibrary.org/obo/GAZ_00002953"
"17","Algeria","A country in North Africa. It is bordered by Tunisia in the northeast, Libya in the east, Niger in the southeast, Mali and Mauritania in the southwest, a few km of the Western Sahara in the west, Morocco in the northwest, and the Mediterranean Sea in the north. It divided into 48 provinces (wilayas), 553 districts (dairas) and 1,541 municipalities (communes, baladiyahs).","http://purl.obolibrary.org/obo/GAZ_00000563"
"18","Andorra","A small landlocked country in western Europe, located in the eastern Pyrenees mountains and bordered by Spain (Catalonia) and France. Andorra consists of seven communities known as parishes (Catalan: parroquies, singular - parroquia). Until relatively recently, it had only six parishes; the seventh, Escaldes-Engordany, was created in 1978. Some parishes have a further territorial subdivision. Ordino, La Massana and Sant Julia de Loria are subdivided into quarts (quarters), while Canillo is subdivided into veinats (neighborhoods). Those mostly coincide with villages, which are found in all parishes.","http://purl.obolibrary.org/obo/GAZ_00002948"
"19","Angola","A country in south-central Africa bordering Namibia to the south, Democratic Republic of the Congo to the north, and Zambia to the east, and with a west coast along the Atlantic Ocean. The exclave province Cabinda has a border with the Republic of the Congo and the Democratic Republic of the Congo.","http://purl.obolibrary.org/obo/GAZ_00001095"
"20","Antigua and Barbuda","An island nation located on the eastern boundary of the Caribbean Sea with the Atlantic Ocean.","http://purl.obolibrary.org/obo/GAZ_00006883"
"21","Argentina","A South American country, constituted as a federation of twenty-three provinces and an autonomous city. It is bordered by Paraguay and Bolivia in the north, Brazil and Uruguay in the northeast, and Chile in the west and south. The country claims the British controlled territories of the Falkland Islands and South Georgia and the South Sandwich Islands. Argentina also claims 969,464 km2 of Antarctica, known as Argentine Antarctica, overlapping other claims made by Chile and the United Kingdom. Argentina is subdivided into twenty-three provinces (Spanish: provincias, singular provincia) and one federal district (Capital de la Republica or Capital de la Nacion, informally the Capital Federal). The federal district and the provinces have their own constitutions, but exist under a federal system. Provinces are then divided into departments (Spanish: departamentos, singular departamento), except for Buenos Aires Province, which is divided into partidos.","http://purl.obolibrary.org/obo/GAZ_00002928"
"22","Armenia","A landlocked mountainous country in Eurasia between the Black Sea and the Caspian Sea in the Southern Caucasus. It borders Turkey to the west, Georgia to the north, Azerbaijan to the east, and Iran and the Nakhchivan exclave of Azerbaijan to the south. A transcontinental country at the juncture of Eastern Europe and Western Asia. A former republic of the Soviet Union. Armenia is divided into ten marzes (provinces, singular marz), with the city (kaghak) of Yerevan having special administrative status as the country's capital.","http://purl.obolibrary.org/obo/GAZ_00004094"
"23","Australia","A country in the southern hemisphere comprising the mainland of the world's smallest continent, the major island of Tasmania, and a number of other islands in the Indian and Pacific Oceans. The neighbouring countries are Indonesia, East Timor, and Papua New Guinea to the north, the Solomon Islands, Vanuatu, and New Caledonia to the north-east, and New Zealand to the south-east. Australia has six states, two major mainland territories, and other minor territories.","http://purl.obolibrary.org/obo/GAZ_00000463"
"24","Austria","A landlocked country in Central Europe. It borders both Germany and the Czech Republic to the north, Slovakia and Hungary to the east, Slovenia and Italy to the south, and Switzerland and Liechtenstein to the west. The capital is the city of Vienna on the Danube River. Austria is divided into nine states (Bundeslander). These states are then divided into districts (Bezirke) and cities (Statutarstadte). Districts are subdivided into municipalities (Gemeinden). Cities have the competencies otherwise granted to both districts and municipalities.","http://purl.obolibrary.org/obo/GAZ_00002942"
"25","Azerbaijan","A country in the he South Caucasus region of Eurasia, it is bounded by the Caspian Sea to the east, Russia to the north, Georgia to the northwest, Armenia to the west, and Iran to the south. The Azerbaijani exclave of Nakhchivan is bordered by Armenia to the north and east, Iran to the south and west, and Turkey to the northwest. Nagorno-Karabakh, along with 7 other districts in Azerbaijan's southwest, have been controlled by Armenia since the end of the Nagorno-Karabakh War in 1994. Azerbaijan is divided into 59 rayons 11 city districts (saharlar), and one autonomous republic (muxtar respublika).","http://purl.obolibrary.org/obo/GAZ_00004941"
"26","Bahamas","A country consisting of two thousand cays and seven hundred islands that form an archipelago. It is located in the Atlantic Ocean, southeast of Florida and the United States, north of Cuba, the island of Hispanola and the Caribbean, and northwest of the British overseas territory of the Turks and Caicos Islands. It is divided into 32 districts, plus New Providence, whose affairs are handled directly by the central government.","http://purl.obolibrary.org/obo/GAZ_00002733"
"27","Bahrain","A borderless island country in the Persian Gulf. Saudi Arabia lies to the west and is connected to Bahrain by the King Fahd Causeway, and Qatar is to the south across the Gulf of Bahrain. Bahrain is split into five governorates.","http://purl.obolibrary.org/obo/GAZ_00005281"
"28","Bangladesh","A country in South Asia. It is bordered by India on all sides except for a small border with Myanmar to the far southeast and by the Bay of Bengal to the south. Bangladesh is divided into six administrative divisions. Divisions are subdivided into districts (zila). There are 64 districts in Bangladesh, each further subdivided into upazila (subdistricts) or thana (""police stations"").","http://purl.obolibrary.org/obo/GAZ_00003750"
"29","Barbados","Barbados","http://purl.obolibrary.org/obo/GAZ_00001251"
"30","Belarus","A landlocked country in Eastern Europe, that borders Russia to the north and east, Ukraine to the south, Poland to the west, and Lithuania and Latvia to the north. Its capital is Minsk. Belarus is divided into six voblasts, or provinces. Voblasts are further subdivided into raions (commonly translated as districts or regions). As of 2002, there are six voblasts, 118 raions, 102 towns and 108 urbanized settlements. Minsk is given a special status, due to the city serving as the national capital.","http://purl.obolibrary.org/obo/GAZ_00006886"
"31","Belgium","A country in northwest Europe. Belgium shares borders with France (620 km), Germany (167 km), Luxembourg (148 km) and the Netherlands (450 km). The Flemish Region (Flanders) and the Walloon Region (Wallonia) each comprise five provinces; the third region, Brussels-Capital Region, is not a province, nor does it contain any Together, these comprise 589 municipalities, which in general consist of several sub-municipalities (which were independent municipalities before the municipal merger operation mainly in 1977).","http://purl.obolibrary.org/obo/GAZ_00002938"
"32","Belize","A country in Central America. It is the only officially English speaking country in the region. Belize was a British colony for more than a century and was known as British Honduras until 1973. It became an independent nation within The Commonwealth in 1981. Belize is divided into 6 districts, which are further divided into 31 constituencies.","http://purl.obolibrary.org/obo/GAZ_00002934"
"33","Benin","A country in Western Africa. It borders Togo to the west, Nigeria to the east and Burkina Faso and Niger to the north; its short coastline to the south leads to the Bight of Benin. Its capital is Porto Novo, but the seat of government is Cotonou. Benin is divided into 12 departments and subdivided into 77 communes.","http://purl.obolibrary.org/obo/GAZ_00000904"
"34","Bermuda","A British overseas territory in the North Atlantic Ocean. Located off the east coast of the United States, it is situated around 1770 km NE of Miami, Florida and 1350 km S of Halifax, Nova Scotia. Comprised of approximately 138 islands.","http://purl.obolibrary.org/obo/GAZ_00001264"
"35","Bhutan","A landlocked nation in South Asia. It is located amidst the eastern end of the Himalaya Mountains and is bordered to the south, east and west by India and to the north by Tibet. Bhutan is separated from Nepal by the Indian State of Sikkim. Bhutan is divided into four dzongdey (administrative zones). Each dzongdey is further divided into dzongkhag (districts). There are twenty dzongkhag in Bhutan. Large dzongkhags are further divided into subdistricts known as dungkhag. At the basic level, groups of villages form a constituency called gewog.","http://purl.obolibrary.org/obo/GAZ_00003920"
"36","Bolivia","A landlocked country in central South America. It is bordered by Brazil on the north and east, Paraguay and Argentina on the south, and Chile and Peru on the west. Bolivia is divided into 9 departments (Spanish: departamentos). Each of the departments is subdivided into provinces (provincias), which are further subdivided into municipalities (municipios).","http://purl.obolibrary.org/obo/GAZ_00002511"
"37","Borneo","Borneo","http://purl.obolibrary.org/obo/GAZ_00025355"
"38","Bosnia and Herzegovina","A country on the Balkan peninsula of Southern Europe. Bordered by Croatia to the north, west and south, Serbia to the east, and Montenegro to the south, Bosnia and Herzegovina is mostly landlocked, except for 26 km of the Adriatic Sea coastline. Bosnia and Herzegovina is now divided into three political regions of which one, the Brcko District is part of the other two, the Federacija Bosne i Hercegovine and the Republika Srpska. All three have an equal constitutional status on the whole territory of Bosnia and Herzegovina.","http://purl.obolibrary.org/obo/GAZ_00006887"
"39","Botswana","A landlocked nation in Southern Africa. It is bordered by South Africa to the south and southeast, Namibia to the west, Zambia to the north, and Zimbabwe to the northeast. Botswana is divided into nine districts, which are subdivided into a total twenty-eight subdistricts.","http://purl.obolibrary.org/obo/GAZ_00001097"
"40","Brazil","A country in South America. Bordered by the Atlantic Ocean and by Venezuela, Suriname, Guyana and the department of French Guiana to the north, Colombia to the northwest, Bolivia and Peru to the west, Argentina and Paraguay to the southwest, and Uruguay to the south. Federation of twenty-six states (estados) and one federal district (Distrito Federal). The states are subdivided into municipalities. For statistical purposes, the States are grouped into five main regions: North, Northeast, Central-West, Southeast and South.","http://purl.obolibrary.org/obo/GAZ_00002828"
"41","Brunei Darussalam","A country located on the north coast of the island of Borneo, in Southeast Asia. Apart from its coastline with the South China Sea it is completely surrounded by the State of Sarawak, Malaysia, and in fact it is separated into two parts by Limbang, which is part of Sarawak. Brunei is divided into four districts (daerah), the districts are subdivided into thirty-eight mukims, which are then divided into kampong (villages).","http://purl.obolibrary.org/obo/GAZ_00003901"
"42","Bulgaria","A country in Southeastern Europe, borders five other countries; Romania to the north (mostly along the Danube), Serbia and the Republic of Macedonia to the west, and Greece and Turkey to the south. The Black Sea defines the extent of the country to the east. Since 1999, it has consisted of twenty-eight provinces. The provinces subdivide into 264 municipalities.","http://purl.obolibrary.org/obo/GAZ_00002950"
"43","Burkina Faso","A landlocked nation in West Africa. It is surrounded by six countries: Mali to the north, Niger to the east, Benin to the south east, Togo and Ghana to the south, and Cote d'Ivoire to the south west. Burkina Faso is divided into thirteen regions, forty-five provinces, and 301 departments (communes).","http://purl.obolibrary.org/obo/GAZ_00000905"
"44","Burundi","A small country in the Great Lakes region of Africa. It is bordered by Rwanda on the north, Tanzania on the south and east, and the Democratic Republic of the Congo on the west. Although the country is landlocked, much of its western border is adjacent to Lake Tanganyika. Burundi is divided into 17 provinces, 117 communes, and 2,638 collines.","http://purl.obolibrary.org/obo/GAZ_00001090"
"45","Cambodia","A country in Southeast Asia. The country borders Thailand to its west and northwest, Laos to its northeast, and Vietnam to its east and southeast. In the south it faces the Gulf of Thailand.","http://purl.obolibrary.org/obo/GAZ_00006888"
"46","Cameroon","A country of central and western Africa. It borders Nigeria to the west; Chad to the northeast; the Central African Republic to the east; and Equatorial Guinea, Gabon, and the Republic of the Congo to the south. Cameroon's coastline lies on the Bight of Bonny, part of the Gulf of Guinea and the Atlantic Ocean. The Republic of Cameroon is divided into ten provinces and 58 divisions or departments. The divisions are further sub-divided into sub-divisions (arrondissements) and districts.","http://purl.obolibrary.org/obo/GAZ_00001093"
"47","Canada","A country occupying most of northern North America, extending from the Atlantic Ocean in the east to the Pacific Ocean in the west and northward into the Arctic Ocean. Canada is a federation composed of ten provinces and three territories; in turn, these may be grouped into regions. Western Canada consists of British Columbia and the three Prairie provinces (Alberta, Saskatchewan, and Manitoba). Central Canada consists of Quebec and Ontario. Atlantic Canada consists of the three Maritime provinces (New Brunswick, Prince Edward Island, and Nova Scotia), along with Newfoundland and Labrador. Eastern Canada refers to Central Canada and Atlantic Canada together. Three territories (Yukon, Northwest Territories, and Nunavut) make up Northern Canada.","http://purl.obolibrary.org/obo/GAZ_00002560"
"48","Cape Verde","A republic located on an archipelago in the Macaronesia ecoregion of the North Atlantic Ocean, off the western coast of Africa. Cape Verde is divided into 22 municipalities (concelhos), and subdivided into 32 parishes (freguesias).","http://purl.obolibrary.org/obo/GAZ_00001227"
"49","Central African Republic","A landlocked country in Central Africa. It borders Chad in the north, Sudan in the east, the Republic of the Congo and the Democratic Republic of the Congo in the south, and Cameroon in the west. The Central African Republic is divided into 14 administrative prefectures (prefectures), along with 2 economic prefectures (prefectures economiques) and one autonomous commune. The prefectures are further divided into 71 sub-prefectures (sous-prefectures).","http://purl.obolibrary.org/obo/GAZ_00001089"
"50","Chad","A landlocked country in central Africa. It is bordered by Libya to the north, Sudan to the east, the Central African Republic to the south, Cameroon and Nigeria to the southwest, and Niger to the west. Chad is divided into 18 regions. The departments are divided into 200 sub-prefectures, which are in turn composed of 446 cantons. This is due to change.","http://purl.obolibrary.org/obo/GAZ_00000586"
"51","Chile","A country in South America occupying a long and narrow coastal strip wedged between the Andes mountains and the Pacific Ocean. The Pacific forms the country's entire western border, with Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage at the country's southernmost tip. Chile claims 1,250,000 km2 of territory in Antarctica. Chile is divided into 15 regions. Every region is further divided into provinces. Finally each province is divided into communes. Each region is designated by a name and a Roman numeral, assigned from north to south. The only exception is the region housing the nation's capital, which is designated RM, that stands for Region Metropolitana (Metropolitan Region). Two new regions were created in 2006: Arica-Parinacota in the north, and Los Rios in the south. Both became operative in 2007-10.","http://purl.obolibrary.org/obo/GAZ_00002825"
"52","China","A large country in Northeast Asia. China borders 14 nations (counted clockwise from south): Vietnam, Laos, Burma, India, Bhutan, Nepal, Pakistan, Afghanistan, Tajikistan, Kyrgyzstan, Kazakhstan, Russia, Mongolia and North Korea. Additionally the border between PRC and ROC is located in territorial waters. The People's Republic of China has administrative control over twenty-two provinces and considers Taiwan to be its twenty-third province. There are also five autonomous regions, each with a designated minority group; four municipalities; and two Special Administrative Regions that enjoy considerable autonomy. The People's Republic of China administers 33 province-level regions, 333 prefecture-level regions, 2,862 county-level regions, 41,636 township-level regions, and several village-level regions.","http://purl.obolibrary.org/obo/GAZ_00002845"
"53","Colombia","A country located in the northwestern region of South America. Colombia is bordered to the east by Venezuela and Brazil; to the south by Ecuador and Peru; to the North by the Atlantic Ocean, through the Caribbean Sea; to the north-west by Panama; and to the west by the Pacific Ocean. Besides the countries in South America, the Republic of Colombia is recognized to share maritime borders with the Caribbean countries of Jamaica, Haiti, the Dominican Republic and the Central American countries of Honduras, Nicaragua, and Costa Rica. Colombia is divided into 32 departments and one capital district which is treated as a department. There are in total 10 districts assigned to cities in Colombia including Bogota, Barranquilla, Cartagena, Santa Marta, Tunja, Cucuta, Popayan, Buenaventura, Tumaco and Turbo. Colombia is also subdivided into some municipalities which form departments, each with a municipal seat capital city assigned. Colombia is also subdivided into corregimientos which form municipalities.","http://purl.obolibrary.org/obo/GAZ_00002929"
"54","Comoros","An island nation in the Indian Ocean, located off the eastern coast of Africa on the northern end of the Mozambique Channel between northern Madagascar and northeastern Mozambique.","http://purl.obolibrary.org/obo/GAZ_00005820"
"55","Cook Islands","A self-governing parliamentary democracy in free association with New Zealand. The fifteen small islands in this South Pacific Ocean country have a total land area of 240 km2, but the Cook Islands Exclusive Economic Zone (EEZ) covers 1.8 million km2 of ocean.","http://purl.obolibrary.org/obo/GAZ_00053798"
"56","Costa Rica","A republic in Central America, bordered by Nicaragua to the north, Panama to the east-southeast, the Pacific Ocean to the west and south, and the Caribbean Sea to the east. Costa Rica is composed of seven provinces, which in turn are divided into 81 cantons.","http://purl.obolibrary.org/obo/GAZ_00002901"
"57","Croatia","A country at the crossroads of the Mediterranean, Central Europe, and the Balkans. Its capital is Zagreb. Croatia borders with Slovenia and Hungary to the north, Serbia to the northeast, Bosnia and Herzegovina to the east, Montenegro to the far southeast, and the Adriatic Sea to the south. Croatia is divided into 21 counties (zupanija) and the capital Zagreb's city district.","http://purl.obolibrary.org/obo/GAZ_00002719"
"58","Cuba","A country that consists of the island of Cuba (the largest and second-most populous island of the Greater Antilles), Isla de la Juventud and several adjacent small islands. Fourteen provinces and one special municipality (the Isla de la Juventud) now compose Cuba.","http://purl.obolibrary.org/obo/GAZ_00003762"
"59","Curacao","One of five island areas of the Netherlands Antilles.","http://purl.obolibrary.org/obo/GAZ_00012582"
"60","Czech Republic","A landlocked country in Central Europe. It has borders with Poland to the north, Germany to the northwest and southwest, Austria to the south, and Slovakia to the east. The capital and largest city is Prague. The country is composed of the historic regions of Bohemia and Moravia, as well as parts of Silesia. Since 2000, the Czech Republic is divided into thirteen regions (kraje, singular kraj) and the capital city of Prague. The older seventy-six districts (okresy, singular okres) including three 'statutory cities' (without Prague, which had special status) were disbanded in 1999 in an administrative reform; they remain as territorial division and seats of various branches of state administration. Since 2003-01-01, the regions have been divided into around 203 Municipalities with Extended Competence (unofficially named ""Little Districts"" (Czech: 'male okresy') which took over most of the administration of the former District Authorities. Some of these are further divided into Municipalities with Commissioned Local Authority. However, the old districts still exist as territorial units and remain as seats of some of the offices.","http://purl.obolibrary.org/obo/GAZ_00002954"
"61","Democratic Republic of the Congo","A country of central Africa. It borders the Central African Republic and Sudan on the north, Uganda, Rwanda, and Burundi on the east, Zambia and Angola on the south, the Republic of the Congo on the west, and is separated from Tanzania by Lake Tanganyika on the east. The country enjoys access to the ocean through a 40 km stretch of Atlantic coastline at Muanda and the roughly 9 km wide mouth of the Congo river which opens into the Gulf of Guinea. Congo Kinshasa is now divided into 11 Provinces, to be redistributed into 25 Provinces from 2.2009. Each Province is divided into Zones.","http://purl.obolibrary.org/obo/GAZ_00001086"
"62","Denmark","A nation situated in Scandinavia in northern Europe (Metropolitan Denmark) plus its two autonomous provinces, Greenland and The Faroe Islands. Denmark is divided into five regions and a total of 98 municipalities, plus two autonomous provinces.","http://purl.obolibrary.org/obo/GAZ_00002635"
"63","Djibouti","A country in eastern Africa. Djibouti is bordered by Eritrea in the north, Ethiopia in the west and south, and Somalia in the southeast. The remainder of the border is formed by the Red Sea and the Gulf of Aden. On the other side of the Red Sea, on the Arabian Peninsula, 20 km from the coast of Djibouti, is Yemen. The capital of Djibouti is the city of Djibouti. Djibouti is divided into 5 regions and one city. It is further subdivided into 11 districts.","http://purl.obolibrary.org/obo/GAZ_00000582"
"64","Dominica","An island nation in the Caribbean Sea. Dominica is divided into ten parishes.","http://purl.obolibrary.org/obo/GAZ_00006890"
"65","Dominican Republic","A country in the West Indies that occupies the E two-thirds of the Hispaniola island. The Dominican Republic's shores are washed by the Atlantic Ocean to the north and the Caribbean Sea to the south. The Mona Passage, a channel about 130 km wide, separates the country (and the Hispaniola) from Puerto Rico. The Dominican Republic is divided into 31 provinces. Additionally, the national capital, Santo Domingo, is contained within its own Distrito Nacional (National District). The provinces are divided into municipalities (municipios; singular municipio).","http://purl.obolibrary.org/obo/GAZ_00003952"
"66","Ecuador","A country in South America, bordered by Colombia on the north, by Peru on the east and south, and by the Pacific Ocean to the west. The country also includes the Galapagos Islands (Archipelago de Colon) in the Pacific, about 965 km west of the mainland. Ecuador is divided into 24 provinces, divided into 199 cantons and subdivided into parishes (or parroquias).","http://purl.obolibrary.org/obo/GAZ_00002912"
"67","Egypt","A country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea. Egypt is divided into 26 governorates (in Arabic, called muhafazat, singular muhafazah). The governorates are further divided into regions (markazes).","http://purl.obolibrary.org/obo/GAZ_00003934"
"68","El Salvador","A country in Central America, bordering the Pacific Ocean between Guatemala and Honduras. El Salvador is divided into 14 departments (departamentos), which, in turn, are subdivided into 267 municipalities (municipios).","http://purl.obolibrary.org/obo/GAZ_00002935"
"69","England","The largest and most populous constituent country of the United Kingdom of Great Britain and Northern Ireland. The subdivisions of England consists of as many as four levels of subnational division and at some levels there are a variety of types of administrative entity. They have been created for the purposes of local government in England.","http://purl.obolibrary.org/obo/GAZ_00002641"
"70","Lebanon","A small, mostly mountainous country in Western Asia, on the eastern shore of the Mediterranean Sea. It is bordered by Syria to the north and east, and Israel to the south. Lebanon is divided into six governorates (mohaafazaat, which are further subdivided into twenty-five districts (aqdya, singular: qadaa).","http://purl.obolibrary.org/obo/GAZ_00002478"
"71","Lesotho","A land-locked country, entirely surrounded by the Republic of South Africa. Lesotho is divided into ten districts; these are further subdivided into 80 constituencies, which consists of 129 local community councils.","http://purl.obolibrary.org/obo/GAZ_00001098"
"72","Liberia","A country on the west coast of Africa, bordered by Sierra Leone, Guinea, Cote d'Ivoire, and the Atlantic Ocean.","http://purl.obolibrary.org/obo/GAZ_00000911"
"73","Libya","A country in North Africa. Bordering the Mediterranean Sea to the north, Libya lies between Egypt to the east, Sudan to the southeast, Chad and Niger to the south, and Algeria and Tunisia to the west. There are thirty-four municipalities of Libya, known by the Arabic term sha'biyat (singular sha'biyah). These came recently (in the 1990s to replaced old Baladiyat systam. The Baladiyat system in turn was introduced to replace the system of muhafazah (governorates or provinces) that existed from the 1960s to the 1970s.","http://purl.obolibrary.org/obo/GAZ_00000566"
"74","Liechtenstein","A tiny, doubly landlocked alpine country in Western Europe, bordered by Switzerland to its west and by Austria to its east. The principality of Liechtenstein is divided into 11 municipalities called Gemeinden (singular Gemeinde). The Gemeinden mostly consist only of a single town. Five of them fall within the electoral district Unterland (the lower county), and the remainder within Oberland (the upper county).","http://purl.obolibrary.org/obo/GAZ_00003858"
"75","Lithuania","A country located along the south-eastern shore of the Baltic Sea, sharing borders with Latvia to the north, Belarus to the southeast, Poland, and the Russian exclave of the Kaliningrad Oblast to the southwest. Lithuania has a three-tier administrative division: the country is divided into 10 counties (singular apskritis, plural, apskritys) that are further subdivided into 60 municipalities (singular savivaldybe, plural savivaldybes) which consist of over 500 elderates (singular seniunija, plural seniunijos).","http://purl.obolibrary.org/obo/GAZ_00002960"
"76","Luxembourg","A small landlocked country in western Europe, bordered by Belgium, France, and Germany. Luxembourg is divided into 3 districts, which are further divided into 12 cantons and then 116 communes. Twelve of the communes have city status, of which the city of Luxembourg is the largest.","http://purl.obolibrary.org/obo/GAZ_00002947"
"77","Macedonia","A landlocked country on the Balkan peninsula in southeastern Europe. It is bordered by Serbia and Kosovo to the north, Albania to the west, Greece to the south, and Bulgaria to the east. In 2004-08, the Republic of Macedonia was reorganised into 85 municipalities (opstini; singular opstina), 10 of which comprise Greater Skopje. This is reduced from the previous 123 municipalities established in 1996-09. Prior to this, local government was organised into 34 administrative districts.","http://purl.obolibrary.org/obo/GAZ_00006895"
