"","EXPSAMPLE_ACCESSION","FILE_INFO_ID","RESULT_SCHEMA"
"106","ES769725",703278,"OTHER"
"107","ES769726",703278,"OTHER"
"108","ES769727",703278,"OTHER"
"109","ES769728",703278,"OTHER"
"110","ES769729",703278,"OTHER"
"111","ES769730",703278,"OTHER"
"112","ES769731",703278,"OTHER"
"113","ES769732",703278,"OTHER"
"114","ES769733",703278,"OTHER"
"115","ES769734",703278,"OTHER"
"116","ES769735",703278,"OTHER"
"117","ES769736",703278,"OTHER"
"118","ES769737",703278,"OTHER"
"119","ES769738",703278,"OTHER"
"120","ES769739",703278,"OTHER"
"121","ES769740",703278,"OTHER"
"122","ES769741",703278,"OTHER"
"123","ES769742",703278,"OTHER"
"124","ES769743",703278,"OTHER"
"125","ES769744",703278,"OTHER"
"126","ES769745",703278,"OTHER"
"127","ES769746",703278,"OTHER"
"128","ES769747",703278,"OTHER"
"129","ES769748",703278,"OTHER"
"130","ES769749",703278,"OTHER"
"131","ES769750",703278,"OTHER"
"132","ES769751",703278,"OTHER"
"133","ES769752",703278,"OTHER"
"134","ES769753",703278,"OTHER"
"135","ES769754",703278,"OTHER"
"136","ES769755",703278,"OTHER"
"137","ES769756",703278,"OTHER"
"138","ES769757",703278,"OTHER"
"139","ES769758",703278,"OTHER"
"140","ES769759",703278,"OTHER"
"141","ES769760",703278,"OTHER"
"142","ES769761",703278,"OTHER"
"143","ES769762",703278,"OTHER"
"144","ES769763",703278,"OTHER"
"145","ES769764",703278,"OTHER"
"146","ES769765",703278,"OTHER"
"147","ES769766",703278,"OTHER"
"148","ES769767",703278,"OTHER"
"149","ES769768",703278,"OTHER"
"150","ES769769",703278,"OTHER"
"151","ES769770",703278,"OTHER"
"152","ES769771",703278,"OTHER"
"153","ES769772",703278,"OTHER"
"154","ES769773",703278,"OTHER"
"155","ES769774",703278,"OTHER"
"156","ES769775",703278,"OTHER"
"157","ES769776",703278,"OTHER"
"158","ES769777",703278,"OTHER"
"159","ES769778",703278,"OTHER"
"160","ES769779",703278,"OTHER"
"161","ES769780",703278,"OTHER"
"162","ES769781",703278,"OTHER"
"163","ES769782",703278,"OTHER"
"164","ES769783",703278,"OTHER"
"165","ES769784",703278,"OTHER"
"166","ES769785",703278,"OTHER"
"167","ES769786",703278,"OTHER"
"168","ES769787",703278,"OTHER"
"169","ES769788",703278,"OTHER"
"170","ES769789",703278,"OTHER"
"171","ES769790",703278,"OTHER"
"172","ES769791",703278,"OTHER"
"173","ES769792",703278,"OTHER"
"174","ES769793",703278,"OTHER"
"175","ES769794",703278,"OTHER"
"176","ES769795",703278,"OTHER"
"177","ES769796",703278,"OTHER"
"178","ES769797",703278,"OTHER"
"179","ES769798",703278,"OTHER"
"180","ES769799",703278,"OTHER"
"181","ES769800",703278,"OTHER"
"182","ES769801",703278,"OTHER"
"183","ES769802",703278,"OTHER"
"184","ES769803",703278,"OTHER"
"185","ES769804",703278,"OTHER"
"186","ES769805",703278,"OTHER"
"187","ES769806",703278,"OTHER"
"188","ES769807",703278,"OTHER"
"189","ES769808",703278,"OTHER"
"190","ES769809",703278,"OTHER"
"191","ES769810",703278,"OTHER"
"192","ES769811",703278,"OTHER"
"193","ES769812",703278,"OTHER"
"194","ES769813",703278,"OTHER"
"195","ES769814",703278,"OTHER"
"196","ES769815",703278,"OTHER"
"197","ES769816",703278,"OTHER"
"198","ES769817",703278,"OTHER"
"199","ES769818",703278,"OTHER"
"200","ES769819",703278,"OTHER"
"201","ES769820",703278,"OTHER"
"202","ES769821",703278,"OTHER"
"203","ES769822",703278,"OTHER"
"204","ES769823",703278,"OTHER"
"205","ES769824",703278,"OTHER"
"206","ES769825",703278,"OTHER"
"207","ES769826",703278,"OTHER"
"208","ES769827",703278,"OTHER"
"209","ES769828",703278,"OTHER"
"210","ES769829",703278,"OTHER"
"211","ES769830",703278,"OTHER"
"212","ES769831",703278,"OTHER"
"213","ES769832",703278,"OTHER"
"214","ES789718",703279,"OTHER"
"215","ES789719",703279,"OTHER"
"216","ES789720",703279,"OTHER"
"217","ES789721",703279,"OTHER"
"218","ES789722",703279,"OTHER"
"219","ES789723",703279,"OTHER"
"220","ES789724",703279,"OTHER"
"221","ES789725",703279,"OTHER"
"222","ES789726",703279,"OTHER"
"223","ES789727",703279,"OTHER"
"224","ES789728",703279,"OTHER"
"225","ES789729",703279,"OTHER"
"226","ES789730",703279,"OTHER"
"227","ES789731",703279,"OTHER"
"228","ES789732",703279,"OTHER"
"229","ES789733",703279,"OTHER"
"230","ES789734",703279,"OTHER"
"231","ES789735",703279,"OTHER"
"232","ES789736",703279,"OTHER"
"233","ES789737",703279,"OTHER"
"234","ES789738",703279,"OTHER"
"235","ES789739",703279,"OTHER"
"236","ES789740",703279,"OTHER"
"237","ES789741",703279,"OTHER"
"238","ES789742",703279,"OTHER"
"239","ES789743",703279,"OTHER"
"240","ES789744",703279,"OTHER"
"241","ES789745",703279,"OTHER"
"242","ES789746",703279,"OTHER"
"243","ES789747",703279,"OTHER"
"244","ES789748",703279,"OTHER"
"245","ES789749",703279,"OTHER"
"246","ES789750",703279,"OTHER"
"247","ES789751",703279,"OTHER"
"248","ES789752",703279,"OTHER"
"249","ES789753",703279,"OTHER"
"250","ES789754",703279,"OTHER"
"251","ES789755",703279,"OTHER"
"252","ES789756",703279,"OTHER"
"253","ES789757",703279,"OTHER"
"254","ES789758",703279,"OTHER"
"255","ES789759",703279,"OTHER"
"256","ES789760",703279,"OTHER"
"257","ES789761",703279,"OTHER"
"258","ES789762",703279,"OTHER"
"259","ES789763",703279,"OTHER"
"260","ES789764",703279,"OTHER"
"261","ES789765",703279,"OTHER"
"262","ES789766",703279,"OTHER"
"263","ES789767",703279,"OTHER"
"264","ES789768",703279,"OTHER"
"265","ES789769",703279,"OTHER"
"266","ES789770",703279,"OTHER"
"267","ES789771",703279,"OTHER"
"268","ES789772",703279,"OTHER"
"269","ES789773",703279,"OTHER"
"270","ES789774",703279,"OTHER"
"271","ES789775",703279,"OTHER"
"272","ES789776",703279,"OTHER"
"273","ES789777",703279,"OTHER"
"274","ES789778",703279,"OTHER"
"275","ES789779",703279,"OTHER"
"276","ES789780",703279,"OTHER"
"277","ES789781",703279,"OTHER"
"278","ES789782",703279,"OTHER"
"279","ES789783",703279,"OTHER"
"280","ES789784",703279,"OTHER"
"281","ES789785",703279,"OTHER"
"282","ES789786",703279,"OTHER"
"283","ES789787",703279,"OTHER"
"284","ES789788",703279,"OTHER"
"285","ES789789",703279,"OTHER"
"286","ES789790",703279,"OTHER"
"287","ES789791",703279,"OTHER"
"288","ES789792",703279,"OTHER"
"289","ES789793",703279,"OTHER"
"290","ES789794",703279,"OTHER"
"291","ES789795",703279,"OTHER"
"292","ES789796",703279,"OTHER"
"293","ES789797",703279,"OTHER"
"294","ES789798",703279,"OTHER"
"295","ES789799",703279,"OTHER"
"296","ES789800",703279,"OTHER"
"297","ES789801",703279,"OTHER"
"298","ES789802",703279,"OTHER"
"299","ES789803",703279,"OTHER"
"300","ES789804",703279,"OTHER"
"301","ES789805",703279,"OTHER"
"302","ES789806",703279,"OTHER"
"303","ES789807",703279,"OTHER"
"304","ES789808",703279,"OTHER"
"305","ES789809",703279,"OTHER"
"306","ES789810",703279,"OTHER"
"307","ES789811",703279,"OTHER"
"308","ES789812",703279,"OTHER"
"309","ES789813",703279,"OTHER"
"310","ES789814",703279,"OTHER"
"311","ES789815",703279,"OTHER"
"312","ES789816",703279,"OTHER"
"313","ES789817",703279,"OTHER"
"314","ES789818",703279,"OTHER"
"315","ES789819",703279,"OTHER"
"316","ES789820",703279,"OTHER"
"317","ES789821",703279,"OTHER"
"318","ES789822",703279,"OTHER"
"319","ES789823",703279,"OTHER"
"320","ES789824",703279,"OTHER"
"321","ES789825",703279,"OTHER"
"322","ES798660",496704,"FCM"
"323","ES798660",496705,"FCM"
"324","ES798660",496706,"FCM"
"325","ES798660",496707,"FCM"
"326","ES798660",496708,"FCM"
"327","ES798660",496709,"FCM"
"328","ES798660",496710,"FCM"
"329","ES798660",496711,"FCM"
"330","ES798660",496712,"FCM"
"331","ES798660",496713,"FCM"
"332","ES798660",496714,"FCM"
"333","ES798660",496715,"FCM"
"334","ES798660",496716,"FCM"
"335","ES798660",496717,"FCM"
"336","ES798660",496718,"FCM"
"337","ES798660",496719,"FCM"
"338","ES798660",496720,"FCM"
"339","ES798660",496721,"FCM"
"340","ES798660",496722,"FCM"
"341","ES798660",498487,"FCM"
"342","ES798661",496705,"FCM"
"343","ES798661",496706,"FCM"
"344","ES798661",496707,"FCM"
"345","ES798661",496708,"FCM"
"346","ES798661",496709,"FCM"
"347","ES798661",496710,"FCM"
"348","ES798661",496711,"FCM"
"349","ES798661",496712,"FCM"
"350","ES798661",496713,"FCM"
"351","ES798661",496714,"FCM"
"352","ES798661",496715,"FCM"
"353","ES798661",496716,"FCM"
"354","ES798661",496717,"FCM"
"355","ES798661",496718,"FCM"
"356","ES798661",496719,"FCM"
"357","ES798661",496720,"FCM"
"358","ES798661",496721,"FCM"
"359","ES798661",496723,"FCM"
"360","ES798661",496724,"FCM"
"361","ES798661",498487,"FCM"
"362","ES798662",496705,"FCM"
"363","ES798662",496706,"FCM"
"364","ES798662",496707,"FCM"
"365","ES798662",496708,"FCM"
"366","ES798662",496709,"FCM"
"367","ES798662",496710,"FCM"
"368","ES798662",496711,"FCM"
"369","ES798662",496712,"FCM"
"370","ES798662",496713,"FCM"
"371","ES798662",496714,"FCM"
"372","ES798662",496715,"FCM"
"373","ES798662",496716,"FCM"
"374","ES798662",496717,"FCM"
"375","ES798662",496718,"FCM"
"376","ES798662",496719,"FCM"
"377","ES798662",496720,"FCM"
"378","ES798662",496721,"FCM"
"379","ES798662",496725,"FCM"
"380","ES798662",496726,"FCM"
"381","ES798662",498487,"FCM"
"382","ES798663",496727,"FCM"
"383","ES798663",496728,"FCM"
"384","ES798663",496729,"FCM"
"385","ES798663",496730,"FCM"
"386","ES798663",496731,"FCM"
"387","ES798663",496732,"FCM"
"388","ES798663",496733,"FCM"
"389","ES798663",496734,"FCM"
"390","ES798663",496735,"FCM"
"391","ES798663",496736,"FCM"
"392","ES798663",496737,"FCM"
"393","ES798663",496738,"FCM"
"394","ES798663",496739,"FCM"
"395","ES798663",496740,"FCM"
"396","ES798663",496741,"FCM"
"397","ES798663",496742,"FCM"
"398","ES798663",496743,"FCM"
"399","ES798663",496744,"FCM"
"400","ES798663",496745,"FCM"
"401","ES798663",498487,"FCM"
"402","ES798664",496728,"FCM"
"403","ES798664",496729,"FCM"
"404","ES798664",496730,"FCM"
"405","ES798664",496731,"FCM"
"406","ES798664",496732,"FCM"
"407","ES798664",496733,"FCM"
"408","ES798664",496734,"FCM"
"409","ES798664",496735,"FCM"
"410","ES798664",496736,"FCM"
"411","ES798664",496737,"FCM"
"412","ES798664",496738,"FCM"
"413","ES798664",496739,"FCM"
"414","ES798664",496740,"FCM"
"415","ES798664",496741,"FCM"
"416","ES798664",496742,"FCM"
"417","ES798664",496743,"FCM"
"418","ES798664",496744,"FCM"
"419","ES798664",496746,"FCM"
"420","ES798664",496747,"FCM"
"421","ES798664",498487,"FCM"
"422","ES798665",496728,"FCM"
"423","ES798665",496729,"FCM"
"424","ES798665",496730,"FCM"
"425","ES798665",496731,"FCM"
"426","ES798665",496732,"FCM"
"427","ES798665",496733,"FCM"
"428","ES798665",496734,"FCM"
"429","ES798665",496735,"FCM"
"430","ES798665",496736,"FCM"
"431","ES798665",496737,"FCM"
"432","ES798665",496738,"FCM"
"433","ES798665",496739,"FCM"
"434","ES798665",496740,"FCM"
"435","ES798665",496741,"FCM"
"436","ES798665",496742,"FCM"
"437","ES798665",496743,"FCM"
"438","ES798665",496744,"FCM"
"439","ES798665",496748,"FCM"
"440","ES798665",496749,"FCM"
"441","ES798665",498487,"FCM"
"442","ES798666",496750,"FCM"
"443","ES798666",496751,"FCM"
"444","ES798666",496752,"FCM"
"445","ES798666",496753,"FCM"
"446","ES798666",496754,"FCM"
"447","ES798666",496755,"FCM"
"448","ES798666",496756,"FCM"
"449","ES798666",496757,"FCM"
"450","ES798666",496758,"FCM"
"451","ES798666",496759,"FCM"
"452","ES798666",496760,"FCM"
"453","ES798666",496761,"FCM"
"454","ES798666",496762,"FCM"
"455","ES798666",496763,"FCM"
"456","ES798666",496764,"FCM"
"457","ES798666",496765,"FCM"
"458","ES798666",496766,"FCM"
"459","ES798666",496767,"FCM"
"460","ES798666",496768,"FCM"
"461","ES798666",498487,"FCM"
"462","ES798667",496751,"FCM"
"463","ES798667",496752,"FCM"
"464","ES798667",496753,"FCM"
"465","ES798667",496754,"FCM"
"466","ES798667",496755,"FCM"
"467","ES798667",496756,"FCM"
"468","ES798667",496757,"FCM"
"469","ES798667",496758,"FCM"
"470","ES798667",496759,"FCM"
"471","ES798667",496760,"FCM"
"472","ES798667",496761,"FCM"
"473","ES798667",496762,"FCM"
"474","ES798667",496763,"FCM"
"475","ES798667",496764,"FCM"
"476","ES798667",496765,"FCM"
"477","ES798667",496766,"FCM"
"478","ES798667",496767,"FCM"
"479","ES798667",496769,"FCM"
"480","ES798667",496770,"FCM"
"481","ES798667",498487,"FCM"
"482","ES798668",496751,"FCM"
"483","ES798668",496752,"FCM"
"484","ES798668",496753,"FCM"
"485","ES798668",496754,"FCM"
"486","ES798668",496755,"FCM"
"487","ES798668",496756,"FCM"
"488","ES798668",496757,"FCM"
"489","ES798668",496758,"FCM"
"490","ES798668",496759,"FCM"
"491","ES798668",496760,"FCM"
"492","ES798668",496761,"FCM"
"493","ES798668",496762,"FCM"
"494","ES798668",496763,"FCM"
"495","ES798668",496764,"FCM"
"496","ES798668",496765,"FCM"
"497","ES798668",496766,"FCM"
"498","ES798668",496767,"FCM"
"499","ES798668",496771,"FCM"
"500","ES798668",496772,"FCM"
"501","ES798668",498487,"FCM"
"502","ES798669",496773,"FCM"
"503","ES798669",496774,"FCM"
"504","ES798669",496775,"FCM"
"505","ES798669",496776,"FCM"
"506","ES798669",496777,"FCM"
"507","ES798669",496778,"FCM"
"508","ES798669",496779,"FCM"
"509","ES798669",496780,"FCM"
"510","ES798669",496781,"FCM"
"511","ES798669",496782,"FCM"
"512","ES798669",496783,"FCM"
"513","ES798669",496784,"FCM"
"514","ES798669",496785,"FCM"
"515","ES798669",496786,"FCM"
"516","ES798669",496787,"FCM"
"517","ES798669",496788,"FCM"
"518","ES798669",496789,"FCM"
"519","ES798669",496790,"FCM"
"520","ES798669",496791,"FCM"
"521","ES798669",498487,"FCM"
"522","ES798670",496774,"FCM"
"523","ES798670",496775,"FCM"
"524","ES798670",496776,"FCM"
"525","ES798670",496777,"FCM"
"526","ES798670",496778,"FCM"
"527","ES798670",496779,"FCM"
"528","ES798670",496780,"FCM"
"529","ES798670",496781,"FCM"
"530","ES798670",496782,"FCM"
"531","ES798670",496783,"FCM"
"532","ES798670",496784,"FCM"
"533","ES798670",496785,"FCM"
"534","ES798670",496786,"FCM"
"535","ES798670",496787,"FCM"
"536","ES798670",496788,"FCM"
"537","ES798670",496789,"FCM"
"538","ES798670",496790,"FCM"
"539","ES798670",496792,"FCM"
"540","ES798670",496793,"FCM"
"541","ES798670",498487,"FCM"
"542","ES798671",496774,"FCM"
"543","ES798671",496775,"FCM"
"544","ES798671",496776,"FCM"
"545","ES798671",496777,"FCM"
"546","ES798671",496778,"FCM"
"547","ES798671",496779,"FCM"
"548","ES798671",496780,"FCM"
"549","ES798671",496781,"FCM"
"550","ES798671",496782,"FCM"
"551","ES798671",496783,"FCM"
"552","ES798671",496784,"FCM"
"553","ES798671",496785,"FCM"
"554","ES798671",496786,"FCM"
"555","ES798671",496787,"FCM"
"556","ES798671",496788,"FCM"
"557","ES798671",496789,"FCM"
"558","ES798671",496790,"FCM"
"559","ES798671",496794,"FCM"
"560","ES798671",496795,"FCM"
"561","ES798671",498487,"FCM"
"562","ES798672",496796,"FCM"
"563","ES798672",496797,"FCM"
"564","ES798672",496798,"FCM"
"565","ES798672",496799,"FCM"
"566","ES798672",496800,"FCM"
"567","ES798672",496801,"FCM"
"568","ES798672",496802,"FCM"
"569","ES798672",496803,"FCM"
"570","ES798672",496804,"FCM"
"571","ES798672",496805,"FCM"
"572","ES798672",496806,"FCM"
"573","ES798672",496807,"FCM"
"574","ES798672",496808,"FCM"
"575","ES798672",496809,"FCM"
"576","ES798672",496810,"FCM"
"577","ES798672",496811,"FCM"
"578","ES798672",496812,"FCM"
"579","ES798672",496813,"FCM"
"580","ES798672",498487,"FCM"
"581","ES798673",496797,"FCM"
"582","ES798673",496798,"FCM"
"583","ES798673",496799,"FCM"
"584","ES798673",496800,"FCM"
"585","ES798673",496801,"FCM"
"586","ES798673",496802,"FCM"
"587","ES798673",496803,"FCM"
"588","ES798673",496804,"FCM"
"589","ES798673",496805,"FCM"
"590","ES798673",496806,"FCM"
"591","ES798673",496807,"FCM"
"592","ES798673",496808,"FCM"
"593","ES798673",496809,"FCM"
"594","ES798673",496810,"FCM"
"595","ES798673",496811,"FCM"
"596","ES798673",496812,"FCM"
"597","ES798673",496814,"FCM"
"598","ES798673",496815,"FCM"
"599","ES798673",498487,"FCM"
"600","ES798674",496797,"FCM"
"601","ES798674",496798,"FCM"
"602","ES798674",496799,"FCM"
"603","ES798674",496800,"FCM"
"604","ES798674",496801,"FCM"
"605","ES798674",496802,"FCM"
"606","ES798674",496803,"FCM"
"607","ES798674",496804,"FCM"
"608","ES798674",496805,"FCM"
"609","ES798674",496806,"FCM"
"610","ES798674",496807,"FCM"
"611","ES798674",496808,"FCM"
"612","ES798674",496809,"FCM"
"613","ES798674",496810,"FCM"
"614","ES798674",496811,"FCM"
"615","ES798674",496812,"FCM"
"616","ES798674",496816,"FCM"
"617","ES798674",496817,"FCM"
"618","ES798674",498487,"FCM"
"619","ES798675",496705,"FCM"
"620","ES798675",496706,"FCM"
"621","ES798675",496707,"FCM"
"622","ES798675",496708,"FCM"
"623","ES798675",496709,"FCM"
"624","ES798675",496710,"FCM"
"625","ES798675",496711,"FCM"
"626","ES798675",496712,"FCM"
"627","ES798675",496713,"FCM"
"628","ES798675",496714,"FCM"
"629","ES798675",496715,"FCM"
"630","ES798675",496716,"FCM"
"631","ES798675",496717,"FCM"
"632","ES798675",496718,"FCM"
"633","ES798675",496719,"FCM"
"634","ES798675",496720,"FCM"
"635","ES798675",496721,"FCM"
"636","ES798675",496818,"FCM"
"637","ES798675",496819,"FCM"
"638","ES798675",498487,"FCM"
"639","ES798676",496705,"FCM"
"640","ES798676",496706,"FCM"
"641","ES798676",496707,"FCM"
"642","ES798676",496708,"FCM"
"643","ES798676",496709,"FCM"
"644","ES798676",496710,"FCM"
"645","ES798676",496711,"FCM"
"646","ES798676",496712,"FCM"
"647","ES798676",496713,"FCM"
"648","ES798676",496714,"FCM"
"649","ES798676",496715,"FCM"
"650","ES798676",496716,"FCM"
"651","ES798676",496717,"FCM"
"652","ES798676",496718,"FCM"
"653","ES798676",496719,"FCM"
"654","ES798676",496720,"FCM"
"655","ES798676",496721,"FCM"
"656","ES798676",496820,"FCM"
"657","ES798676",496821,"FCM"
"658","ES798676",498487,"FCM"
"659","ES798677",496705,"FCM"
"660","ES798677",496706,"FCM"
"661","ES798677",496707,"FCM"
"662","ES798677",496708,"FCM"
"663","ES798677",496709,"FCM"
"664","ES798677",496710,"FCM"
"665","ES798677",496711,"FCM"
"666","ES798677",496712,"FCM"
"667","ES798677",496713,"FCM"
"668","ES798677",496714,"FCM"
"669","ES798677",496715,"FCM"
"670","ES798677",496716,"FCM"
"671","ES798677",496717,"FCM"
"672","ES798677",496718,"FCM"
"673","ES798677",496719,"FCM"
"674","ES798677",496720,"FCM"
"675","ES798677",496721,"FCM"
"676","ES798677",496822,"FCM"
"677","ES798677",496823,"FCM"
"678","ES798677",498487,"FCM"
"679","ES798678",496728,"FCM"
"680","ES798678",496729,"FCM"
"681","ES798678",496730,"FCM"
"682","ES798678",496731,"FCM"
"683","ES798678",496732,"FCM"
"684","ES798678",496733,"FCM"
"685","ES798678",496734,"FCM"
"686","ES798678",496735,"FCM"
"687","ES798678",496736,"FCM"
"688","ES798678",496737,"FCM"
"689","ES798678",496738,"FCM"
"690","ES798678",496739,"FCM"
"691","ES798678",496740,"FCM"
"692","ES798678",496741,"FCM"
"693","ES798678",496742,"FCM"
"694","ES798678",496743,"FCM"
"695","ES798678",496744,"FCM"
"696","ES798678",496824,"FCM"
"697","ES798678",496825,"FCM"
"698","ES798678",498487,"FCM"
"699","ES798679",496728,"FCM"
"700","ES798679",496729,"FCM"
"701","ES798679",496730,"FCM"
"702","ES798679",496731,"FCM"
"703","ES798679",496732,"FCM"
"704","ES798679",496733,"FCM"
"705","ES798679",496734,"FCM"
"706","ES798679",496735,"FCM"
"707","ES798679",496736,"FCM"
"708","ES798679",496737,"FCM"
"709","ES798679",496738,"FCM"
"710","ES798679",496739,"FCM"
"711","ES798679",496740,"FCM"
"712","ES798679",496741,"FCM"
"713","ES798679",496742,"FCM"
"714","ES798679",496743,"FCM"
"715","ES798679",496744,"FCM"
"716","ES798679",496826,"FCM"
"717","ES798679",496827,"FCM"
"718","ES798679",498487,"FCM"
"719","ES798680",496728,"FCM"
"720","ES798680",496729,"FCM"
"721","ES798680",496730,"FCM"
"722","ES798680",496731,"FCM"
"723","ES798680",496732,"FCM"
"724","ES798680",496733,"FCM"
"725","ES798680",496734,"FCM"
"726","ES798680",496735,"FCM"
"727","ES798680",496736,"FCM"
"728","ES798680",496737,"FCM"
"729","ES798680",496738,"FCM"
"730","ES798680",496739,"FCM"
"731","ES798680",496740,"FCM"
"732","ES798680",496741,"FCM"
"733","ES798680",496742,"FCM"
"734","ES798680",496743,"FCM"
"735","ES798680",496744,"FCM"
"736","ES798680",496828,"FCM"
"737","ES798680",496829,"FCM"
"738","ES798680",498487,"FCM"
"739","ES798681",496751,"FCM"
"740","ES798681",496752,"FCM"
"741","ES798681",496753,"FCM"
"742","ES798681",496754,"FCM"
"743","ES798681",496755,"FCM"
"744","ES798681",496756,"FCM"
"745","ES798681",496757,"FCM"
"746","ES798681",496758,"FCM"
"747","ES798681",496759,"FCM"
"748","ES798681",496760,"FCM"
"749","ES798681",496761,"FCM"
"750","ES798681",496762,"FCM"
"751","ES798681",496763,"FCM"
"752","ES798681",496764,"FCM"
"753","ES798681",496765,"FCM"
"754","ES798681",496766,"FCM"
"755","ES798681",496767,"FCM"
"756","ES798681",496830,"FCM"
"757","ES798681",496831,"FCM"
"758","ES798681",498487,"FCM"
"759","ES798682",496751,"FCM"
"760","ES798682",496752,"FCM"
"761","ES798682",496753,"FCM"
"762","ES798682",496754,"FCM"
"763","ES798682",496755,"FCM"
"764","ES798682",496756,"FCM"
"765","ES798682",496757,"FCM"
"766","ES798682",496758,"FCM"
"767","ES798682",496759,"FCM"
"768","ES798682",496760,"FCM"
"769","ES798682",496761,"FCM"
"770","ES798682",496762,"FCM"
"771","ES798682",496763,"FCM"
"772","ES798682",496764,"FCM"
"773","ES798682",496765,"FCM"
"774","ES798682",496766,"FCM"
"775","ES798682",496767,"FCM"
"776","ES798682",496832,"FCM"
"777","ES798682",496833,"FCM"
"778","ES798682",498487,"FCM"
"779","ES798683",496751,"FCM"
"780","ES798683",496752,"FCM"
"781","ES798683",496753,"FCM"
"782","ES798683",496754,"FCM"
"783","ES798683",496755,"FCM"
"784","ES798683",496756,"FCM"
"785","ES798683",496757,"FCM"
"786","ES798683",496758,"FCM"
"787","ES798683",496759,"FCM"
"788","ES798683",496760,"FCM"
"789","ES798683",496761,"FCM"
"790","ES798683",496762,"FCM"
"791","ES798683",496763,"FCM"
"792","ES798683",496764,"FCM"
"793","ES798683",496765,"FCM"
"794","ES798683",496766,"FCM"
"795","ES798683",496767,"FCM"
"796","ES798683",496834,"FCM"
"797","ES798683",496835,"FCM"
"798","ES798683",498487,"FCM"
"799","ES798684",496774,"FCM"
